x,y
-20.0,28.552098147501887
-19.8,31.138950765718395
-19.6,37.07918779662617
-19.400000000000002,54.0901145932144
-19.200000000000003,49.09567991725419
-19.000000000000004,30.52220030055636
-18.800000000000004,54.54728714020489
-18.600000000000005,25.241570132214484
-18.400000000000006,32.0213336566154
-18.200000000000006,11.774554455570762
-18.000000000000007,22.875116422209786
-17.800000000000008,36.58894248977204
-17.60000000000001,41.29207800491137
-17.40000000000001,28.405218322422847
-17.20000000000001,25.794001436579833
-17.00000000000001,9.353885218838847
-16.80000000000001,20.06910461368837
-16.600000000000012,36.05260859410292
-16.400000000000013,38.89473148962098
-16.200000000000014,13.874973340477998
-16.000000000000014,39.3313001696587
-15.800000000000015,25.569870427555525
-15.600000000000016,2.239614128259653
-15.400000000000016,12.355323291169109
-15.200000000000017,8.010629375976496
-15.000000000000018,11.56075166137799
-14.800000000000018,5.44482861779337
-14.60000000000002,11.301865030107535
-14.40000000000002,27.996618423010556
-14.20000000000002,31.333424103477583
-14.000000000000021,12.71547689278075
-13.800000000000022,25.984204113597052
-13.600000000000023,19.791969992452596
-13.400000000000023,21.962128644965013
-13.200000000000024,13.425489530085969
-13.000000000000025,15.163301722942112
-12.800000000000026,16.656934277776955
-12.600000000000026,7.189167678639861
-12.400000000000027,27.503770030257094
-12.200000000000028,7.793318440976172
-12.000000000000028,25.274596451083617
-11.80000000000003,10.557944817002761
-11.60000000000003,10.10858344140122
-11.40000000000003,0.25194137686603746
-11.200000000000031,10.01564781661125
-11.000000000000032,0.23966511899876508
-10.800000000000033,25.440565832921827
-10.600000000000033,4.6101210892735764
-10.400000000000034,20.941413003090187
-10.200000000000035,6.06139864866881
-10.000000000000036,15.948762254573841
-9.800000000000036,15.480616866597657
-9.600000000000037,15.98991237799442
-9.400000000000038,18.31032267118072
-9.200000000000038,-19.5515212557162
-9.000000000000039,9.939717067096323
-8.80000000000004,-13.436536662379822
-8.60000000000004,20.98731199668532
-8.400000000000041,11.740180457978159
-8.200000000000042,9.778005927437214
-8.000000000000043,-9.647864097591093
-7.800000000000043,-3.0078374104794277
-7.600000000000044,10.694249244752882
-7.400000000000045,5.8423857256156175
-7.2000000000000455,3.551160586691196
-7.000000000000046,-6.200869971907706
-6.800000000000047,-11.214394673601996
-6.600000000000048,12.753581654354589
-6.400000000000048,0.8941945590905975
-6.200000000000049,7.208581626994846
-6.00000000000005,-4.436761876229065
-5.8000000000000504,-4.5536059716166895
-5.600000000000051,6.132849401660775
-5.400000000000052,-12.553202741981002
-5.200000000000053,6.89512159979028
-5.000000000000053,9.009734390234147
-4.800000000000054,-5.160777670059537
-4.600000000000055,-2.8326788477295644
-4.400000000000055,-21.648665758081535
-4.200000000000056,2.5045480049437816
-4.000000000000057,0.40379134814965345
-3.8000000000000576,4.379873331449052
-3.6000000000000583,-5.930664860803613
-3.400000000000059,3.6098534632532444
-3.2000000000000597,10.06428007379569
-3.0000000000000604,4.8235169973026135
-2.800000000000061,-1.440880998529603
-2.600000000000062,-4.514815105502108
-2.4000000000000625,3.995789294714955
-2.2000000000000632,-7.474551923562009
-2.000000000000064,-17.975256827451577
-1.8000000000000647,-3.9056979485759085
-1.6000000000000654,4.405401505931004
-1.400000000000066,10.935514395665187
-1.2000000000000668,-6.875653276087585
-1.0000000000000675,9.176369013169245
-0.8000000000000682,14.97168957959977
-0.6000000000000689,-10.185735143556581
-0.40000000000006963,7.606546740964856
-0.20000000000007034,-6.706564203989306
-7.105427357601002e-14,7.586456489846004
0.19999999999992824,0.2825884459245685
0.3999999999999275,-20.0065021654143
0.5999999999999268,22.07634666851403
0.7999999999999261,15.661874960425648
0.9999999999999254,22.918483206817612
1.1999999999999247,12.251027456766893
1.399999999999924,1.8126538812048452
1.5999999999999233,4.375341150167271
1.7999999999999226,-9.833958581859644
1.9999999999999218,-14.366826361268345
2.199999999999921,-7.817456584782722
2.3999999999999204,9.598133538881223
2.5999999999999197,-17.73440847031833
2.799999999999919,6.070888124085046
2.9999999999999183,14.348317104380557
3.1999999999999176,6.373320627258817
3.399999999999917,-17.753089003083037
3.599999999999916,-2.9995917977174336
3.7999999999999154,-2.8741980965967997
3.9999999999999147,-7.666217908269976
4.199999999999914,7.4859194654204355
4.399999999999913,0.44118976104724617
4.599999999999913,-2.6243445680548523
4.799999999999912,14.918371736575429
4.999999999999911,8.606358236597632
5.1999999999999105,10.875441230523386
5.39999999999991,7.0731136783244875
5.599999999999909,-6.6626758574634835
5.799999999999908,4.578452033735851
5.999999999999908,3.5692178195632467
6.199999999999907,12.203835956140715
6.399999999999906,3.050053827535462
6.5999999999999055,11.132563992543465
6.799999999999905,1.165772517836647
6.999999999999904,9.429535990793813
7.199999999999903,6.491758490878691
7.399999999999903,17.432580639871006
7.599999999999902,4.585459703183133
7.799999999999901,1.3316546920690628
7.9999999999999005,-0.9274081493176984
8.1999999999999,8.460760388166843
8.399999999999899,-1.4167607668264548
8.599999999999898,14.404339931969092
8.799999999999898,3.4766957238763068
8.999999999999897,22.85914151929456
9.199999999999896,11.116127602761335
9.399999999999896,0.03168186093245673
9.599999999999895,24.409080497848663
9.799999999999894,21.39935313178258
9.999999999999893,10.176728089713826
10.199999999999893,15.59020073120278
10.399999999999892,3.037340792007429
10.599999999999891,10.808596473154477
10.79999999999989,19.981102235166983
10.99999999999989,17.47857545063222
11.19999999999989,10.642709013437305
11.399999999999888,4.3382021879003965
11.599999999999888,13.126510278885169
11.799999999999887,7.5217653118993155
11.999999999999886,16.60264535541079
12.19999999999989,19.812905097345837
12.399999999999885,5.2248726998869675
12.59999999999988,27.1313605704457
12.799999999999883,36.18993857849667
12.999999999999886,36.13144291027507
13.199999999999882,25.002418858474577
13.399999999999878,25.03194325790677
13.59999999999988,18.858276374778907
13.799999999999883,16.665669347973193
13.99999999999988,26.598056848223823
14.199999999999875,26.355801472921897
14.399999999999878,22.678128989829727
14.59999999999988,18.47707689604683
14.799999999999876,24.7220942051421
14.999999999999872,19.308639326514545
15.199999999999875,32.23453445538277
15.399999999999878,36.68013737653924
15.599999999999874,31.161646574742157
15.79999999999987,9.818711850607002
15.999999999999872,37.52326938287668
16.199999999999875,15.684246570370679
16.39999999999987,41.731805103449275
16.599999999999866,24.875434683114722
16.79999999999987,18.278612677265933
16.999999999999872,29.18428979327986
17.199999999999868,23.191557186340706
17.399999999999864,18.016283140260946
17.599999999999866,31.69646384289569
17.79999999999987,51.96553175127815
17.999999999999865,26.842305092872046
18.19999999999986,60.52563955430515
18.399999999999864,40.52884694819876
18.599999999999866,17.60358071670459
18.799999999999862,36.834448662423945
18.999999999999858,41.764228227761365
19.19999999999986,45.805437900596445
19.399999999999864,42.71932251285142
19.59999999999986,52.39270583062657
19.799999999999855,42.323539374393214
